gate_index,gate_type,rotation_angle,gate_importance
0,rz,0.6374629947344488,14.539616422220185
1,rz,1.0685408081833265,14.398287269423717
2,rx,0.620441333365986,0.09318902639697324
3,rz,1.0389604244651567,14.539616422220185
4,rz,1.0342183678001233,14.507431738848783
5,rz,1.1718407704110712,14.423110853148748
6,ry,0.006853954573508018,4.930179247947514
7,rz,0.044222947796470624,14.374806173574193
8,rx,1.21789385867225,0.3271885706790003
9,ry,0.02593020981542008,0.00016808452695793452
10,ry,0.6275244070085277,0.09525824328269872
11,rx,0.03594924193817116,0.00032305220541528623
18,rx,0.7991579194451371,0.15134473306320206
19,ry,1.173864353536323,0.30670466288649945
20,rx,0.6364029299423077,0.09788064101273863
21,ry,0.8185203376643044,0.1583488454943225
22,ry,1.3117720738792902,0.37193126127134746
23,rz,1.5207330057598947,14.507431738848783
24,rx,0.6743363587676869,0.10943925659600306
25,rz,0.7263885243987063,5.22702701316556
26,rx,0.0441209389197428,0.0004865853705318113
27,ry,0.7077080018633692,0.1200730577312229
28,ry,1.2034701795582605,0.3204393818979425
29,rz,1.4273895923778475,0.1480968410147312
36,rx,0.6730974521113557,0.10905278273589358
37,ry,0.7059717588138461,0.11950927016250301
38,rx,0.912270231302881,0.19402409334099346
39,rz,0.8415674086349796,0.11528176063595941
40,rx,1.5521838633191503,0.03219269049954243
41,rx,0.7040387304338211,0.11888293250756155
42,rz,0.021712904542219393,4.337712605867882
43,rz,0.002643306315941241,10.08587129060503
44,ry,0.011391120325170225,4.48961163567644
45,ry,0.5592542916835703,0.07617450731455899
46,ry,0.7729436116879523,0.14207079477321116
47,ry,0.9997298331358109,0.22973518813786487
54,ry,1.5464573082844324,0.46794375293495627
55,rz,0.6986780895099448,0.11708921894254465
56,rz,1.2739213165102239,0.35371619839523305
57,rz,1.3744485436673082,0.39083706608001856
58,rz,1.1314721718996004,0.2873340338698892
59,rz,0.9978795836200947,0.22895638628392512
60,rx,1.400879522799686,0.41544982411670295
61,rx,0.5315302042464922,0.06898375429539727
62,rx,0.6226965385993959,0.09383757848499674
63,ry,0.7397444702788751,0.13067106647393067
64,rz,1.3854784341185524,0.3153066471716509
65,rz,0.8208655347773176,0.14311653405491342
72,ry,0.7297115847891585,0.12670674496013545
73,rx,0.04923088370109479,0.0005434575857138357
74,rz,0.027165424812509577,0.00018447851186187414
75,rx,0.012488445637924308,4.409048860317907
76,rz,1.3436590393455954,0.3874053664828795
77,rz,0.6745143530200065,0.10949438389234745
78,rx,1.5256544328395343,0.47743671805185184
79,rz,0.006399834537528544,5.252056779640764
80,rz,1.5354445071275564,0.4752465681638467
81,ry,0.5590496949912892,0.07351842562542554
82,rx,1.4648751651742073,0.4409824268397958
83,rz,0.8352311138243125,0.14787272439165267
90,ry,0.012620560843959704,4.4022025046916955
91,rz,1.143418942435014,0.2815913484843534
92,ry,1.4585940489878395,0.4440164998451589
93,rz,1.0410941759974954,0.24731992850750006
94,rx,0.7581170089507113,0.1369340210599117
95,rz,0.8794746272665119,0.17818235109354374
96,rz,0.03104092897951827,0.00024086490437025265
97,rx,1.2953149781997229,0.36399491595454736
98,ry,1.3180207925748124,0.36952672653139595
99,rz,1.2468779602228088,0.2844568747139422
100,rx,0.9785245474600639,0.2208609860327998
101,rz,1.2510625197934542,0.3428417283483719
108,ry,0.978229921986941,0.22066560766158572
109,rz,1.476260795611207,0.4355325027957354
110,rz,0.7393200627777067,0.13053656526777013
111,rz,1.033885670294643,0.24421672766859137
112,rz,1.2906613319754854,0.36175730515374016
113,ry,0.6779134343688323,0.11055847848227807
114,rz,1.517468383239749,0.47334866426518274
115,ry,0.6736494101111239,0.10922487727988872
116,rz,1.1343640916860107,0.28864559004059953
117,rz,0.5286014823929196,0.05695125003019352
118,ry,1.0093781091535834,0.22857482680279206
119,rz,0.7554496048512436,0.13601778939507325
126,rx,1.4354458623126969,0.43003270511495406
127,rx,0.014119985999292557,4.313596340445995
128,rx,1.3349736405233315,0.383178509587932
129,rx,0.04133716912770226,0.00042712956079826725
130,ry,0.7901607515139061,0.14813444133581688
131,rz,1.3152968827242548,0.3736356645467648
132,rz,1.105373074012204,0.2755994629567644
133,ry,1.2598542153822554,0.34677654146125125
134,ry,0.040988251599842915,0.0004049930738578844
135,ry,0.7927840610840637,0.14906753729291644
136,ry,0.046930069900222346,0.0005480344062533948
137,rx,0.904723654267056,0.19097761411041536
144,ry,0.034441652804793416,0.0002963696460459575
145,ry,1.4367489693077218,0.43317686228659047
146,ry,0.8133290166347164,0.15645598791013415
147,rz,0.952308885318482,0.20978904845464774
148,ry,0.03446519404601269,0.00029687690090263175
149,rz,0.04428923987886877,0.0004903040385834112
150,ry,0.7899558802350036,0.1480612546639497
151,rx,0.7575721920128855,0.1366826219683721
152,ry,0.04700727381995595,0.0005505667178303808
153,rz,1.5433713980098185,0.48176740762017023
154,rx,0.02295252270679932,0.00013143656754877053
155,rx,0.036969331134456655,0.00027881428113052387
162,ry,0.8584489572535244,0.17317602352122596
163,rx,1.5325733811190605,0.4806440750358053
164,rz,0.9171871957837725,0.1959721113262004
165,ry,0.0287786278762657,0.00020702919089610194
166,ry,0.011551810766191769,4.47684505059927
167,ry,0.8139930404213866,0.1566380051366688
168,rx,0.6016722834605602,0.0878046729516182
169,rz,0.9471884246709231,0.208014935419498
170,rx,0.022739482448377615,0.00012876114653614934
171,rx,0.022613110955856188,0.00012782937484800971
172,rx,0.8353888976714425,0.1645407181891877
173,ry,0.9102314911654409,0.19319834435543193
180,ry,0.91813210033748,0.19634106751758595
181,ry,1.3088370740697548,0.3705052425757499
182,rz,1.5087657953332745,0.46816037436605507
183,rx,1.2712721722391038,0.35231731204238603
184,rx,0.6380336221714105,0.09722590789736507
185,rx,1.5507631428028659,0.48988806101247995
186,rz,0.004294488241331353,5.3363391577308255
187,rz,0.02488108610418389,0.00015475824836663765
188,ry,1.4200132601956925,0.42485228899064253
189,ry,1.4258394469350737,0.42757222122428007
190,rx,1.2549737831196546,0.34467017668911293
191,ry,1.3738376394979515,0.4019978658636739
198,rz,1.2575515561408226,0.3430795220120103
199,rz,0.029596476114199136,0.00021896343026039933
200,ry,1.3966681323860937,0.41323725227867425
201,rx,0.009592763137935476,4.638360615867809
202,ry,0.04616012132896297,0.0005325469802794913
203,rx,0.6511809816234906,0.1022956855058994
204,rz,0.003977979289911704,5.402836863213244
205,ry,1.3549160565754899,0.392877461613512
206,ry,0.7480335218761456,0.13347935437447267
207,rx,0.9523413368728091,0.20889774696098684
208,rz,0.6274426039214872,0.09501037738623563
209,ry,1.107626811078787,0.2765797331911928
216,ry,1.0340322858320157,0.24430819659944736
217,rx,0.029367900214403574,0.00021559709525620363
218,rz,0.989854034263697,0.22547710761007056
219,rz,0.5978762959925397,0.08668401475841758
220,rz,0.6752236144760447,0.10970004708726244
221,rx,1.3528265169059734,0.3917962140774157
222,rx,0.9927345066999951,0.22679086948254767
223,rx,1.2898917876358755,0.3613023521695642
224,ry,1.1236865997096035,0.28373241220465606
225,ry,1.3933399071109713,0.41157208599864537
226,rz,0.9411555102656615,0.1998581491301784
227,rz,0.7473966766249001,0.12366495777226183
234,rx,1.0083412830677783,0.23333133330386813
235,rx,0.01718465900280376,4.131800522364977
236,ry,0.6150226185720268,0.09161965009468509
237,rz,1.4878232546001053,0.45853404724056546
238,ry,0.0038490274196923704,5.431467575764202
239,rz,1.3718582687401368,0.40115154930452035
240,ry,0.607686646097591,0.08948646238180524
241,rx,1.4060766739853516,0.4179135300966398
242,ry,1.0075377732502495,0.23293120946105628
243,rz,0.026480472838550536,0.00017529043963993018
244,rx,0.02459994325667239,0.0001512695350718296
245,rz,0.868060966697497,0.1768316238998242
252,ry,1.1511415881756926,0.2958971871792636
253,rx,0.02949679985771995,0.0002174945500121872
254,rz,0.7704858187237953,0.14121054865448202
255,rz,0.035330526261598244,0.00031201068788755393
256,rx,1.1282288266609497,0.2857230290338777
257,ry,0.5808067340717504,0.08187056423703543
258,ry,0.7640649119254581,0.13898410961468866
259,rx,0.8614767054511319,0.17434110031647887
260,rz,0.03154684582776631,0.00024855798190148715
261,rx,0.9441640008567695,0.20678193736785122
262,rx,0.6337640789574254,0.09709010863083056
263,ry,0.020232382144852904,0.00010230283245660221
270,rz,1.0075525287174258,0.23300688319108587
271,rx,0.017338392966153488,4.1240631314038145
272,rz,0.7936435560144273,0.1493703364067871
273,rz,0.04032266737785793,0.00040632512994187575
274,rx,0.6187878464670783,0.09270575484494947
275,ry,0.026566661287506607,0.00017643557751223504
276,rz,0.9301846077725036,0.2011223042180489
277,rx,0.8950452136426932,0.1872581483194634
278,ry,0.748936280663483,0.1337583540028333
279,ry,1.3663589785539711,0.39839737042278245
280,ry,0.03506827619489095,0.000307242081344139
281,ry,0.03402015234341695,0.0002891965966568266
288,rx,1.400089283339923,0.4150597617108781
289,ry,1.3259635435806456,0.37879441225032007
290,rz,1.2510574438608475,0.34283457036376985
291,rz,0.9532882093108039,0.21044600070177544
292,ry,0.014370478815931134,4.287720615211042
293,ry,1.3457488733566287,0.38788048038494816
294,ry,0.9640963720008918,0.21484007958751328
295,rx,0.920699589228358,0.19736745106353282
296,rz,0.6587529964188032,0.10461785825769088
297,rz,0.9762389054075615,0.21989023635024663
298,ry,0.004161899713176424,5.363691707740797
299,ry,1.3114981600854865,0.37176786251878857
306,ry,0.7445393469042605,0.1322578993521728
307,rx,0.9800197527216075,0.22126998956119281
308,rx,0.7576017461076493,0.1366876023202629
309,rx,1.1420837753122344,0.29209266739530004
310,ry,1.467960187272622,0.44860500060674147
311,ry,0.5886281866463828,0.08409330155762551
312,rx,0.04940313261205123,0.0006098927599180737
313,ry,0.5288287105347242,0.06828409651460976
314,ry,1.2681248301413792,0.350897827378179
315,rz,0.9154536301927586,0.19526844996082882
316,ry,1.2704696072311057,0.3519658479723494
317,rx,0.033476448214612195,0.0002796936546791695
324,rz,0.868680634507491,0.17659616896174168
325,ry,0.0074362660760083354,4.859399437983357
326,rz,1.2176377257503619,0.32700548456368006
327,rz,0.7192310446917849,0.12384290010894827
328,rx,1.4805160457760622,0.45412755651467096
329,ry,1.0294788857706298,0.24222797507597982
330,ry,0.7203121518287814,0.12419899410400914
331,rz,1.2401407802075695,0.3376029878600111
332,rx,0.0200133929088347,0.00010012402834713718
333,ry,0.888552005965608,0.18473107506017528
334,rz,1.5038321412150357,0.46648704009200137
335,rz,1.04600339072335,0.24947438034286906
342,ry,0.6131758103534829,0.0910766996589214
343,rx,1.4296472948150019,0.42962177714441807
344,rx,0.020252582472915323,0.00010250843566284029
345,rz,0.6078110913592327,0.0895320261815723
346,ry,0.03530671297349505,0.0003115769267910684
347,rz,1.4449053998517307,0.43716865305289676
348,rx,0.9832758999273871,0.22270682195001668
349,rz,0.5691476498923189,0.0788058617401084
350,rz,1.290144667363857,0.36150385200086577
351,rx,1.2289991641414413,0.3322023745725934
352,rz,0.9357869150806509,0.20338308908781955
353,rz,0.9967736473372188,0.22827514193229814
360,rx,1.1380301075590826,0.29012484446374065
361,ry,1.0609823261366023,0.25597711122261635
362,rx,0.5468574187557513,0.07289733586652358
363,rx,0.040393068243366456,0.0004078307668364811
364,ry,1.08129725386269,0.2648833354279405
365,rx,0.6247458589056777,0.09443928408554936
366,ry,0.6907305835713279,0.11456816147683546
367,ry,0.02221866376416128,0.00012341191759290826
368,rx,0.025055385679126203,0.00015688858835460895
369,ry,0.6783772084880785,0.11070343452716758
370,rz,0.04336889447946781,0.0004700374791326567
371,ry,0.6735368686900713,0.10917487793047842
378,ry,1.0938873284141089,0.2704810702552184
379,rz,0.023352221759774177,0.00013632325192092232
380,rz,0.5530203703155478,0.07451333841073904
381,rz,0.8632705685020856,0.1749965122523507
382,ry,0.001511429450099201,6.243286381981104
383,ry,0.7769380996325195,0.14332780979143522
384,ry,1.2507481192010954,0.34268680730378664
385,ry,0.014006906887726458,4.309556203201839
386,ry,0.9891983901151753,0.22521056840929954
387,rz,1.4629637070022334,0.4459919085174878
388,rz,1.5450284708597408,0.48700966295829073
389,rz,1.5253372034979162,0.4769220655300561
396,rx,0.584268390556487,0.08294131132086713
397,rz,1.4188704380474904,0.42432234871210506
398,ry,1.490119016626576,0.4595517439138439
399,rz,0.02233745881505731,0.0001247169540015136
400,rz,0.8511763403002619,0.17040728044033093
401,rx,0.013410795711453486,4.347363031535645
402,ry,1.4662874509014896,0.4478406232327927
403,ry,1.5189549886911213,0.4740033390263466
404,rx,1.3235596304507635,0.3775251871274138
405,rx,0.8463641401031947,0.1686262399360251
406,rz,1.3687766501778018,0.39967552703715836
407,rz,0.6030613768340581,0.08813259273421126
414,rx,0.6545557210378734,0.1033074592465949
415,rz,0.04193200172874043,0.0004393052722621027
416,ry,0.9585738016543046,0.21224766596875466
417,rx,1.5669908959474337,0.49809372156327425
418,rx,1.404309876706822,0.4170580330851733
419,rx,0.03832722458230542,0.000367025265895049
420,ry,1.3670299910593429,0.3986917415521003
421,rz,0.66323946725799,0.10592630102226663
422,ry,1.224980671038459,0.3305125828837775
423,rx,1.4318878759906832,0.43072141882246495
424,rx,1.2521297088866117,0.3433085401661391
425,rz,1.1754087603643946,0.3074043945632996
432,rz,0.5238365450014193,0.06704305538631428
433,rz,1.1257395043583949,0.28461356390271586
434,ry,1.0854477751704226,0.26664516248872927
435,ry,0.5404127214385698,0.07119786224140034
436,ry,1.2197136867615033,0.32800257791539345
437,ry,1.1883741499234874,0.3130833818121538
438,rx,0.762148842903745,0.13827797464794067
439,rx,0.6086104873552645,0.08975193578432294
440,rz,1.278927972689563,0.356126479175758
441,ry,0.7088227908768012,0.12042027181632886
442,rz,0.0351840047430752,0.0003093797313390434
443,rx,1.1946418274712336,0.3163110283274989
450,ry,1.1833055613226033,0.31105729271155147
451,ry,1.402612877165129,0.41623421357848356
452,rx,0.031646118168978554,0.00025032538198788146
453,ry,0.02614126819166224,0.00017047069467934772
454,rx,0.7870605316867557,0.14702443511272623
455,rx,0.8251313124350184,0.1607373308246638
456,rx,0.03107003517744842,0.00024131459363485597
457,ry,0.035629561800447546,0.00031721953453445195
458,ry,1.0261156993552207,0.2409259035924899
459,ry,0.8441284654287908,0.16779296358327256
460,rx,1.4780321311633855,0.4535256584955111
461,ry,1.1394961041623888,0.29092184860108805
468,rz,0.9023828172955116,0.19003581339153763
469,rz,1.4070847554090518,0.4183894049199627
470,ry,1.0551067449940272,0.25340047974636126
471,rx,1.1354139705335495,0.28895400874065214
472,ry,0.5362670654184882,0.07018342060123661
473,rx,1.3300491021802245,0.3807575699150447
474,rz,1.5231472058610365,0.4761759088638232
475,ry,1.2016561929126095,0.3194954800417634
476,ry,1.1724994163309845,0.3059499787051274
477,rz,1.274673812080548,0.35393692065442595
478,ry,0.8995426916000613,0.18896752477733225
479,rx,1.037459783067016,0.24579450687433468
486,rx,0.025008511284296566,0.0001561308078047441
487,rx,1.0221949659706455,0.23925167040606232
488,rx,1.2952585552842288,0.363967386650232
489,ry,1.419264164331091,0.4245183882292468
490,rx,1.1750812386451228,0.30726014213788944
491,ry,0.02399421142967084,0.0001439069282985761
492,ry,0.7533568034716169,0.13527441852627975
493,rz,0.8979010685032198,0.1883719430276456
494,rz,1.236510438761512,0.33594400981673833
495,ry,1.0248957135806567,0.24039392792753267
496,rz,0.8791097090774493,0.18102615824904889
497,ry,0.876924632564435,0.18017046753884036
504,ry,1.0585329929677978,0.2547103477344358
505,rx,0.9626831403542855,0.21432109827795598
506,rx,1.1711703365922144,0.3054627647048833
507,rz,1.2704296372773836,0.35187641409013604
508,ry,1.2700870128156994,0.3518931533946088
509,rx,1.533881691913876,0.48154686317496576
510,rz,0.9952415537630233,0.2278436773591671
511,ry,0.045079344140914704,0.0005079505641837345
512,rz,1.2058609545748955,0.321469428632557
513,ry,0.5349803195092595,0.06983465527170007
514,ry,0.6943222027742443,0.11575602863591583
515,rx,0.032612931726311675,0.0002658772584230862
522,rz,1.42169714823685,0.42552218067278424
523,rz,0.9373578926763821,0.20386725504884962
524,ry,1.096369474386193,0.2713694275353067
525,rz,0.8081018294977338,0.15456297472431002
526,rz,0.7268713541285943,0.12636864502530232
527,ry,0.576349408399171,0.08075548906231134
528,ry,0.66591401185554,0.1067956462923132
529,rx,0.04958670450773291,0.0006145350964188445
530,rz,0.039997957528203246,0.00039979874083617695
531,ry,0.04716897789635002,0.0005560773731921875
532,rz,1.1613726946507166,0.3009373854266255
533,rx,1.2722873159958783,0.35295225404374386
534,rz,0.001138302989660457,6.489660595649205
535,rz,0.004192613850002094,5.357146759368553
536,rz,0.0019642406995323174,6.0156810560416245
